measurement_time,segment,speed_kph,0_5,day_of_week,hour_of_day
2025-05-03 11:05:00+00:00,2462215,91,25,5,11
2025-05-03 11:06:00+00:00,2462215,89,26,5,11
2025-05-03 11:07:00+00:00,2462215,89,30,5,11
2025-05-03 11:08:00+00:00,2462215,92,35,5,11
2025-05-03 11:09:00+00:00,2462215,97,31,5,11
2025-05-03 11:10:00+00:00,2462215,87,31,5,11
2025-05-03 11:11:00+00:00,2462215,88,32,5,11
2025-05-03 11:12:00+00:00,2462215,90,28,5,11
2025-05-03 11:13:00+00:00,2462215,92,27,5,11
2025-05-03 11:14:00+00:00,2462215,96,27,5,11
2025-05-03 11:15:00+00:00,2462215,87,29,5,11
2025-05-03 11:16:00+00:00,2462215,92,29,5,11
2025-05-03 11:17:00+00:00,2462215,90,34,5,11
2025-05-03 11:18:00+00:00,2462215,92,34,5,11
2025-05-03 11:19:00+00:00,2462215,92,37,5,11
2025-05-03 11:20:00+00:00,2462215,91,36,5,11
2025-05-03 11:21:00+00:00,2462215,96,35,5,11
2025-05-03 11:22:00+00:00,2462215,95,29,5,11
2025-05-03 11:23:00+00:00,2462215,92,29,5,11
2025-05-03 11:24:00+00:00,2462215,88,28,5,11
2025-05-03 11:25:00+00:00,2462215,90,24,5,11
2025-05-03 11:26:00+00:00,2462215,91,24,5,11
2025-05-03 11:27:00+00:00,2462215,83,32,5,11
2025-05-03 11:28:00+00:00,2462215,92,34,5,11
2025-05-03 11:29:00+00:00,2462215,93,29,5,11
2025-05-03 11:30:00+00:00,2462215,92,32,5,11
2025-05-03 11:31:00+00:00,2462215,89,33,5,11
2025-05-03 11:32:00+00:00,2462215,90,35,5,11
2025-05-03 11:33:00+00:00,2462215,92,33,5,11
2025-05-03 11:34:00+00:00,2462215,93,35,5,11
2025-05-03 11:35:00+00:00,2462215,94,30,5,11
2025-05-03 11:36:00+00:00,2462215,92,30,5,11
2025-05-03 11:37:00+00:00,2462215,92,26,5,11
2025-05-03 11:38:00+00:00,2462215,91,25,5,11
2025-05-03 11:39:00+00:00,2462215,95,32,5,11
2025-05-03 11:40:00+00:00,2462215,94,35,5,11
2025-05-03 11:41:00+00:00,2462215,96,38,5,11
2025-05-03 11:42:00+00:00,2462215,91,43,5,11
2025-05-03 11:43:00+00:00,2462215,87,44,5,11
2025-05-03 11:44:00+00:00,2462215,91,36,5,11
2025-05-03 11:45:00+00:00,2462215,97,41,5,11
2025-05-03 11:46:00+00:00,2462215,93,32,5,11
2025-05-03 11:47:00+00:00,2462215,89,27,5,11
2025-05-03 11:48:00+00:00,2462215,94,29,5,11
2025-05-03 11:49:00+00:00,2462215,95,32,5,11
2025-05-03 11:50:00+00:00,2462215,90,33,5,11
2025-05-03 11:51:00+00:00,2462215,85,33,5,11
2025-05-03 11:52:00+00:00,2462215,93,41,5,11
2025-05-03 11:53:00+00:00,2462215,90,42,5,11
2025-05-03 11:54:00+00:00,2462215,91,46,5,11
2025-05-03 11:55:00+00:00,2462215,92,39,5,11
2025-05-03 11:56:00+00:00,2462215,96,46,5,11
2025-05-03 11:57:00+00:00,2462215,92,39,5,11
2025-05-03 11:58:00+00:00,2462215,94,39,5,11
2025-05-03 11:59:00+00:00,2462215,95,36,5,11
2025-05-03 12:00:00+00:00,2462215,92,43,5,12
2025-05-03 12:01:00+00:00,2462215,89,43,5,12
2025-05-03 12:02:00+00:00,2462215,88,43,5,12
2025-05-03 12:03:00+00:00,2462215,85,39,5,12
2025-05-03 12:04:00+00:00,2462215,90,37,5,12
2025-05-03 12:05:00+00:00,2462215,91,31,5,12
2025-05-03 12:06:00+00:00,2462215,91,27,5,12
2025-05-03 12:07:00+00:00,2462215,75,25,5,12
2025-05-03 12:08:00+00:00,2462215,78,27,5,12
2025-05-03 12:09:00+00:00,2462215,72,26,5,12
2025-05-03 12:10:00+00:00,2462215,55,29,5,12
2025-05-03 12:11:00+00:00,2462215,36,28,5,12
2025-05-03 12:12:00+00:00,2462215,27,36,5,12
2025-05-03 12:13:00+00:00,2462215,30,33,5,12
2025-05-03 12:14:00+00:00,2462215,21,38,5,12
2025-05-03 12:15:00+00:00,2462215,15,40,5,12
2025-05-03 12:16:00+00:00,2462215,17,37,5,12
2025-05-03 12:17:00+00:00,2462215,21,35,5,12
2025-05-03 12:18:00+00:00,2462215,20,35,5,12
2025-05-03 12:19:00+00:00,2462215,18,30,5,12
2025-05-03 12:20:00+00:00,2462215,18,29,5,12
2025-05-03 12:21:00+00:00,2462215,19,29,5,12
2025-05-03 12:22:00+00:00,2462215,16,24,5,12
2025-05-03 12:23:00+00:00,2462215,10,24,5,12
2025-05-03 12:24:00+00:00,2462215,9,23,5,12
2025-05-03 12:25:00+00:00,2462215,11,22,5,12
2025-05-03 12:26:00+00:00,2462215,13,25,5,12
2025-05-03 12:27:00+00:00,2462215,13,25,5,12
2025-05-03 12:28:00+00:00,2462215,15,30,5,12
2025-05-03 12:29:00+00:00,2462215,16,33,5,12
2025-05-03 12:30:00+00:00,2462215,17,34,5,12
2025-05-03 12:31:00+00:00,2462215,14,33,5,12
2025-05-03 12:32:00+00:00,2462215,14,29,5,12
2025-05-03 12:33:00+00:00,2462215,13,29,5,12
2025-05-03 12:34:00+00:00,2462215,10,33,5,12
2025-05-03 12:35:00+00:00,2462215,9,28,5,12
2025-05-03 12:36:00+00:00,2462215,18,33,5,12
2025-05-03 12:37:00+00:00,2462215,15,39,5,12
2025-05-03 12:38:00+00:00,2462215,10,40,5,12
2025-05-03 12:39:00+00:00,2462215,11,38,5,12
2025-05-03 12:40:00+00:00,2462215,12,33,5,12
2025-05-03 12:41:00+00:00,2462215,16,26,5,12
2025-05-03 12:42:00+00:00,2462215,19,25,5,12
2025-05-03 12:43:00+00:00,2462215,17,26,5,12
2025-05-03 12:44:00+00:00,2462215,16,27,5,12
2025-05-03 12:45:00+00:00,2462215,18,33,5,12
2025-05-03 12:46:00+00:00,2462215,17,41,5,12
2025-05-03 12:47:00+00:00,2462215,14,42,5,12
2025-05-03 12:48:00+00:00,2462215,14,34,5,12
2025-05-03 12:49:00+00:00,2462215,14,32,5,12
2025-05-03 12:50:00+00:00,2462215,16,33,5,12
2025-05-03 12:51:00+00:00,2462215,23,30,5,12
2025-05-03 12:52:00+00:00,2462215,25,27,5,12
2025-05-03 12:53:00+00:00,2462215,24,30,5,12
2025-05-03 12:54:00+00:00,2462215,19,31,5,12
2025-05-03 12:55:00+00:00,2462215,19,31,5,12
2025-05-03 12:56:00+00:00,2462215,18,26,5,12
2025-05-03 12:57:00+00:00,2462215,17,28,5,12
2025-05-03 12:58:00+00:00,2462215,19,28,5,12
2025-05-03 12:59:00+00:00,2462215,9,29,5,12
2025-05-03 13:00:00+00:00,2462215,12,28,5,13
2025-05-03 13:01:00+00:00,2462215,15,31,5,13
2025-05-03 13:02:00+00:00,2462215,21,31,5,13
2025-05-03 13:03:00+00:00,2462215,28,28,5,13
2025-05-03 13:04:00+00:00,2462215,36,31,5,13
2025-05-03 13:05:00+00:00,2462215,33,29,5,13
2025-05-03 13:06:00+00:00,2462215,44,28,5,13
2025-05-03 13:07:00+00:00,2462215,63,27,5,13
2025-05-03 13:08:00+00:00,2462215,63,25,5,13
2025-05-03 13:09:00+00:00,2462215,61,24,5,13
2025-05-03 13:10:00+00:00,2462215,42,29,5,13
2025-05-03 13:11:00+00:00,2462215,20,33,5,13
2025-05-03 13:12:00+00:00,2462215,14,30,5,13
2025-05-03 13:13:00+00:00,2462215,14,29,5,13
2025-05-03 13:14:00+00:00,2462215,35,32,5,13
2025-05-03 13:15:00+00:00,2462215,78,31,5,13
2025-05-03 13:16:00+00:00,2462215,84,30,5,13
2025-05-03 13:17:00+00:00,2462215,84,28,5,13
2025-05-03 13:18:00+00:00,2462215,85,30,5,13
2025-05-03 13:19:00+00:00,2462215,91,28,5,13
2025-05-03 13:20:00+00:00,2462215,96,31,5,13
2025-05-03 13:21:00+00:00,2462215,88,35,5,13
2025-05-03 13:22:00+00:00,2462215,92,39,5,13
2025-05-03 13:23:00+00:00,2462215,95,43,5,13
2025-05-03 13:24:00+00:00,2462215,92,48,5,13
2025-05-03 13:25:00+00:00,2462215,89,48,5,13
2025-05-03 13:26:00+00:00,2462215,97,52,5,13
2025-05-03 13:27:00+00:00,2462215,93,49,5,13
2025-05-03 13:28:00+00:00,2462215,93,41,5,13
2025-05-03 13:29:00+00:00,2462215,100,36,5,13
2025-05-03 13:30:00+00:00,2462215,95,30,5,13
2025-05-03 13:31:00+00:00,2462215,83,25,5,13
2025-05-03 13:32:00+00:00,2462215,90,29,5,13
2025-05-03 13:33:00+00:00,2462215,97,33,5,13
2025-05-03 13:34:00+00:00,2462215,95,34,5,13
2025-05-03 13:35:00+00:00,2462215,89,41,5,13
2025-05-03 13:36:00+00:00,2462215,90,39,5,13
2025-05-03 13:37:00+00:00,2462215,92,38,5,13
2025-05-03 13:38:00+00:00,2462215,94,36,5,13
2025-05-03 13:39:00+00:00,2462215,93,31,5,13
2025-05-03 13:40:00+00:00,2462215,92,23,5,13
2025-05-03 13:41:00+00:00,2462215,92,26,5,13
2025-05-03 13:42:00+00:00,2462215,97,25,5,13
2025-05-03 13:43:00+00:00,2462215,90,34,5,13
2025-05-03 13:44:00+00:00,2462215,94,40,5,13
2025-05-03 13:45:00+00:00,2462215,96,40,5,13
2025-05-03 13:46:00+00:00,2462215,88,37,5,13
2025-05-03 13:47:00+00:00,2462215,86,42,5,13
2025-05-03 13:48:00+00:00,2462215,92,33,5,13
2025-05-03 13:49:00+00:00,2462215,89,36,5,13
2025-05-03 13:50:00+00:00,2462215,89,33,5,13
2025-05-03 13:51:00+00:00,2462215,100,32,5,13
2025-05-03 13:52:00+00:00,2462215,92,30,5,13
2025-05-03 13:53:00+00:00,2462215,95,33,5,13
2025-05-03 13:54:00+00:00,2462215,96,29,5,13
2025-05-03 13:55:00+00:00,2462215,95,31,5,13
2025-05-03 13:56:00+00:00,2462215,95,28,5,13
2025-05-03 13:57:00+00:00,2462215,89,32,5,13
2025-05-03 13:58:00+00:00,2462215,95,34,5,13
2025-05-03 13:59:00+00:00,2462215,90,39,5,13
2025-05-03 14:00:00+00:00,2462215,90,37,5,14
2025-05-03 14:01:00+00:00,2462215,97,43,5,14
2025-05-03 14:02:00+00:00,2462215,94,38,5,14
2025-05-03 14:03:00+00:00,2462215,89,35,5,14
2025-05-03 14:04:00+00:00,2462215,91,32,5,14
2025-05-03 14:05:00+00:00,2462215,89,30,5,14
2025-05-03 14:06:00+00:00,2462215,94,26,5,14
2025-05-03 14:07:00+00:00,2462215,96,26,5,14
2025-05-03 14:08:00+00:00,2462215,84,32,5,14
2025-05-03 14:09:00+00:00,2462215,82,30,5,14
2025-05-03 14:10:00+00:00,2462215,92,36,5,14
2025-05-03 14:11:00+00:00,2462215,99,41,5,14
2025-05-03 14:12:00+00:00,2462215,95,37,5,14
2025-05-03 14:13:00+00:00,2462215,84,34,5,14
2025-05-03 14:14:00+00:00,2462215,87,31,5,14
2025-05-03 14:15:00+00:00,2462215,86,26,5,14
2025-05-03 14:16:00+00:00,2462215,92,23,5,14
2025-05-03 14:17:00+00:00,2462215,97,23,5,14
2025-05-03 14:18:00+00:00,2462215,92,30,5,14
2025-05-03 14:19:00+00:00,2462215,96,35,5,14
2025-05-03 14:20:00+00:00,2462215,96,37,5,14
2025-05-03 14:21:00+00:00,2462215,93,42,5,14
2025-05-03 14:22:00+00:00,2462215,98,46,5,14
2025-05-03 14:23:00+00:00,2462215,93,40,5,14
2025-05-03 14:24:00+00:00,2462215,96,37,5,14
2025-05-03 14:25:00+00:00,2462215,97,34,5,14
2025-05-03 14:26:00+00:00,2462215,95,27,5,14
2025-05-03 14:27:00+00:00,2462215,98,23,5,14
2025-05-03 14:28:00+00:00,2462215,99,26,5,14
2025-05-03 14:29:00+00:00,2462215,91,26,5,14
2025-05-03 14:30:00+00:00,2462215,94,29,5,14
2025-05-03 14:31:00+00:00,2462215,100,32,5,14
2025-05-03 14:32:00+00:00,2462215,89,34,5,14
2025-05-03 14:33:00+00:00,2462215,96,36,5,14
2025-05-03 14:34:00+00:00,2462215,94,40,5,14
2025-05-03 14:35:00+00:00,2462215,91,42,5,14
2025-05-03 14:36:00+00:00,2462215,95,44,5,14
2025-05-03 14:37:00+00:00,2462215,95,42,5,14
2025-05-03 14:38:00+00:00,2462215,94,45,5,14
2025-05-03 14:39:00+00:00,2462215,85,49,5,14
2025-05-03 14:40:00+00:00,2462215,88,44,5,14
2025-05-03 14:41:00+00:00,2462215,98,46,5,14
2025-05-03 14:42:00+00:00,2462215,88,54,5,14
2025-05-03 14:43:00+00:00,2462215,87,49,5,14
2025-05-03 14:44:00+00:00,2462215,86,45,5,14
2025-05-03 14:45:00+00:00,2462215,93,48,5,14
2025-05-03 14:46:00+00:00,2462215,91,47,5,14
2025-05-03 14:47:00+00:00,2462215,90,45,5,14
2025-05-03 14:48:00+00:00,2462215,89,46,5,14
2025-05-03 14:49:00+00:00,2462215,99,43,5,14
2025-05-03 14:50:00+00:00,2462215,99,36,5,14
2025-05-03 14:51:00+00:00,2462215,89,36,5,14
2025-05-03 14:52:00+00:00,2462215,88,32,5,14
2025-05-03 14:53:00+00:00,2462215,90,29,5,14
2025-05-03 14:54:00+00:00,2462215,94,32,5,14
2025-05-03 14:55:00+00:00,2462215,90,32,5,14
2025-05-03 14:56:00+00:00,2462215,88,30,5,14
2025-05-03 14:57:00+00:00,2462215,89,34,5,14
2025-05-03 14:58:00+00:00,2462215,90,45,5,14
2025-05-03 14:59:00+00:00,2462215,95,44,5,14
2025-05-03 15:00:00+00:00,2462215,92,49,5,15
2025-05-03 15:01:00+00:00,2462215,94,50,5,15
2025-05-03 15:02:00+00:00,2462215,96,47,5,15
2025-05-03 15:03:00+00:00,2462215,92,40,5,15
2025-05-03 15:04:00+00:00,2462215,95,39,5,15
2025-05-03 15:05:00+00:00,2462215,96,36,5,15
2025-05-03 15:06:00+00:00,2462215,96,32,5,15
2025-05-03 15:07:00+00:00,2462215,95,35,5,15
2025-05-03 15:08:00+00:00,2462215,92,33,5,15
2025-05-03 15:09:00+00:00,2462215,100,34,5,15
2025-05-03 15:10:00+00:00,2462215,103,30,5,15
2025-05-03 15:11:00+00:00,2462215,103,31,5,15
2025-05-03 15:12:00+00:00,2462215,99,28,5,15
2025-05-03 15:13:00+00:00,2462215,96,23,5,15
2025-05-03 15:14:00+00:00,2462215,92,27,5,15
2025-05-03 15:15:00+00:00,2462215,94,28,5,15
2025-05-03 15:16:00+00:00,2462215,98,26,5,15
2025-05-03 15:17:00+00:00,2462215,95,29,5,15
2025-05-03 15:18:00+00:00,2462215,94,28,5,15
2025-05-03 15:19:00+00:00,2462215,95,24,5,15
2025-05-03 15:20:00+00:00,2462215,95,30,5,15
2025-05-03 15:21:00+00:00,2462215,95,29,5,15
2025-05-03 15:22:00+00:00,2462215,93,25,5,15
2025-05-03 15:23:00+00:00,2462215,85,29,5,15
2025-05-03 15:24:00+00:00,2462215,89,29,5,15
2025-05-03 15:25:00+00:00,2462215,103,33,5,15
2025-05-03 15:26:00+00:00,2462215,98,35,5,15
2025-05-03 15:27:00+00:00,2462215,100,37,5,15
2025-05-03 15:28:00+00:00,2462215,98,31,5,15
2025-05-03 15:29:00+00:00,2462215,99,38,5,15
2025-05-03 15:30:00+00:00,2462215,94,35,5,15
2025-05-03 15:31:00+00:00,2462215,94,38,5,15
2025-05-03 15:32:00+00:00,2462215,102,41,5,15
2025-05-03 15:33:00+00:00,2462215,101,41,5,15
2025-05-03 15:34:00+00:00,2462215,98,30,5,15
2025-05-03 15:35:00+00:00,2462215,97,27,5,15
2025-05-03 15:36:00+00:00,2462215,93,27,5,15
2025-05-03 15:37:00+00:00,2462215,91,24,5,15
2025-05-03 15:38:00+00:00,2462215,87,25,5,15
2025-05-03 15:39:00+00:00,2462215,93,29,5,15
2025-05-03 15:40:00+00:00,2462215,92,33,5,15
2025-05-03 15:41:00+00:00,2462215,89,30,5,15
2025-05-03 15:42:00+00:00,2462215,87,28,5,15
2025-05-03 15:43:00+00:00,2462215,93,29,5,15
2025-05-03 15:44:00+00:00,2462215,93,19,5,15
2025-05-03 15:45:00+00:00,2462215,97,24,5,15
2025-05-03 15:46:00+00:00,2462215,92,23,5,15
2025-05-03 15:47:00+00:00,2462215,95,26,5,15
2025-05-03 15:48:00+00:00,2462215,92,29,5,15
2025-05-03 15:49:00+00:00,2462215,88,35,5,15
2025-05-03 15:50:00+00:00,2462215,85,35,5,15
2025-05-03 15:51:00+00:00,2462215,87,34,5,15
2025-05-03 15:52:00+00:00,2462215,95,38,5,15
2025-05-03 15:53:00+00:00,2462215,91,33,5,15
2025-05-03 15:54:00+00:00,2462215,94,35,5,15
2025-05-03 15:55:00+00:00,2462215,93,37,5,15
2025-05-03 15:56:00+00:00,2462215,96,34,5,15
2025-05-03 15:57:00+00:00,2462215,92,27,5,15
2025-05-03 15:58:00+00:00,2462215,90,25,5,15
2025-05-03 15:59:00+00:00,2462215,98,24,5,15
2025-05-03 16:00:00+00:00,2462215,92,26,5,16
2025-05-03 16:01:00+00:00,2462215,91,30,5,16
2025-05-03 16:02:00+00:00,2462215,93,34,5,16
2025-05-03 16:03:00+00:00,2462215,92,34,5,16
2025-05-03 16:04:00+00:00,2462215,91,35,5,16
2025-05-03 16:05:00+00:00,2462215,95,28,5,16
2025-05-03 16:06:00+00:00,2462215,100,26,5,16
2025-05-03 16:07:00+00:00,2462215,88,26,5,16
2025-05-03 16:08:00+00:00,2462215,95,29,5,16
2025-05-03 16:09:00+00:00,2462215,97,24,5,16
2025-05-03 16:10:00+00:00,2462215,96,29,5,16
2025-05-03 16:11:00+00:00,2462215,97,34,5,16
2025-05-03 16:12:00+00:00,2462215,89,37,5,16
2025-05-03 16:13:00+00:00,2462215,90,38,5,16
2025-05-03 16:14:00+00:00,2462215,93,38,5,16
2025-05-03 16:15:00+00:00,2462215,93,36,5,16
2025-05-03 16:16:00+00:00,2462215,97,33,5,16
2025-05-03 16:17:00+00:00,2462215,98,34,5,16
2025-05-03 16:18:00+00:00,2462215,96,31,5,16
2025-05-03 16:19:00+00:00,2462215,95,34,5,16
2025-05-03 16:20:00+00:00,2462215,93,36,5,16
2025-05-03 16:21:00+00:00,2462215,100,34,5,16
2025-05-03 16:22:00+00:00,2462215,96,33,5,16
2025-05-03 16:23:00+00:00,2462215,92,31,5,16
2025-05-03 16:24:00+00:00,2462215,88,28,5,16
2025-05-03 16:25:00+00:00,2462215,96,28,5,16
2025-05-03 16:26:00+00:00,2462215,95,27,5,16
2025-05-03 16:27:00+00:00,2462215,89,30,5,16
2025-05-03 16:28:00+00:00,2462215,88,32,5,16
2025-05-03 16:29:00+00:00,2462215,95,36,5,16
2025-05-03 16:30:00+00:00,2462215,100,33,5,16
2025-05-03 16:31:00+00:00,2462215,95,32,5,16
2025-05-03 16:32:00+00:00,2462215,93,34,5,16
2025-05-03 16:33:00+00:00,2462215,98,35,5,16
2025-05-03 16:34:00+00:00,2462215,99,30,5,16
2025-05-03 16:35:00+00:00,2462215,99,32,5,16
2025-05-03 16:36:00+00:00,2462215,96,32,5,16
2025-05-03 16:37:00+00:00,2462215,93,29,5,16
2025-05-03 16:38:00+00:00,2462215,95,27,5,16
2025-05-03 16:39:00+00:00,2462215,99,30,5,16
2025-05-03 16:40:00+00:00,2462215,98,29,5,16
2025-05-03 16:41:00+00:00,2462215,94,26,5,16
2025-05-03 16:42:00+00:00,2462215,93,24,5,16
2025-05-03 16:43:00+00:00,2462215,96,25,5,16
2025-05-03 16:44:00+00:00,2462215,99,28,5,16
2025-05-03 16:45:00+00:00,2462215,101,31,5,16
2025-05-03 16:46:00+00:00,2462215,100,33,5,16
2025-05-03 16:47:00+00:00,2462215,91,32,5,16
2025-05-03 16:48:00+00:00,2462215,93,27,5,16
2025-05-03 16:49:00+00:00,2462215,96,31,5,16
2025-05-03 16:50:00+00:00,2462215,93,26,5,16
2025-05-03 16:51:00+00:00,2462215,94,26,5,16
2025-05-03 16:52:00+00:00,2462215,96,24,5,16
2025-05-03 16:53:00+00:00,2462215,98,29,5,16
2025-05-03 16:54:00+00:00,2462215,77,29,5,16
2025-05-03 16:55:00+00:00,2462215,85,28,5,16
2025-05-03 16:56:00+00:00,2462215,108,34,5,16
2025-05-03 16:57:00+00:00,2462215,103,36,5,16
2025-05-03 16:58:00+00:00,2462215,103,32,5,16
2025-05-03 16:59:00+00:00,2462215,100,27,5,16
2025-05-03 17:00:00+00:00,2462215,94,27,5,17
2025-05-03 17:01:00+00:00,2462215,99,24,5,17
2025-05-03 17:02:00+00:00,2462215,95,25,5,17
2025-05-03 17:03:00+00:00,2462215,94,23,5,17
2025-05-03 17:04:00+00:00,2462215,92,25,5,17
2025-05-03 17:05:00+00:00,2462215,92,25,5,17
2025-05-03 17:06:00+00:00,2462215,94,20,5,17
2025-05-03 17:07:00+00:00,2462215,92,21,5,17
2025-05-03 17:08:00+00:00,2462215,95,21,5,17
2025-05-03 17:09:00+00:00,2462215,91,22,5,17
2025-05-03 17:10:00+00:00,2462215,91,20,5,17
2025-05-03 17:11:00+00:00,2462215,91,23,5,17
2025-05-03 17:12:00+00:00,2462215,92,24,5,17
2025-05-03 17:13:00+00:00,2462215,96,34,5,17
2025-05-03 17:14:00+00:00,2462215,96,38,5,17
2025-05-03 17:15:00+00:00,2462215,92,43,5,17
2025-05-03 17:16:00+00:00,2462215,92,48,5,17
2025-05-03 17:17:00+00:00,2462215,83,49,5,17
2025-05-03 17:18:00+00:00,2462215,92,43,5,17
2025-05-03 17:19:00+00:00,2462215,95,42,5,17
2025-05-03 17:20:00+00:00,2462215,95,38,5,17
2025-05-03 17:21:00+00:00,2462215,93,33,5,17
2025-05-03 17:22:00+00:00,2462215,87,33,5,17
2025-05-03 17:23:00+00:00,2462215,84,29,5,17
2025-05-03 17:24:00+00:00,2462215,95,34,5,17
2025-05-03 17:25:00+00:00,2462215,93,34,5,17
2025-05-03 17:26:00+00:00,2462215,92,34,5,17
2025-05-03 17:27:00+00:00,2462215,94,31,5,17
2025-05-03 17:28:00+00:00,2462215,93,29,5,17
2025-05-03 17:29:00+00:00,2462215,93,21,5,17
2025-05-03 17:30:00+00:00,2462215,92,20,5,17
2025-05-03 17:31:00+00:00,2462215,92,15,5,17
2025-05-03 17:32:00+00:00,2462215,91,17,5,17
2025-05-03 17:33:00+00:00,2462215,95,18,5,17
2025-05-03 17:34:00+00:00,2462215,94,19,5,17
2025-05-03 17:35:00+00:00,2462215,98,27,5,17
2025-05-03 17:36:00+00:00,2462215,96,27,5,17
2025-05-03 17:37:00+00:00,2462215,85,27,5,17
2025-05-03 17:38:00+00:00,2462215,85,24,5,17
2025-05-03 17:39:00+00:00,2462215,89,21,5,17
2025-05-03 17:40:00+00:00,2462215,87,16,5,17
2025-05-03 17:41:00+00:00,2462215,89,13,5,17
2025-05-03 17:42:00+00:00,2462215,94,13,5,17
2025-05-03 17:43:00+00:00,2462215,92,15,5,17
2025-05-03 17:44:00+00:00,2462215,99,19,5,17
2025-05-03 17:45:00+00:00,2462215,99,17,5,17
2025-05-03 17:46:00+00:00,2462215,94,21,5,17
2025-05-03 17:47:00+00:00,2462215,88,21,5,17
2025-05-03 17:48:00+00:00,2462215,93,29,5,17
2025-05-03 17:49:00+00:00,2462215,94,32,5,17
2025-05-03 17:50:00+00:00,2462215,100,36,5,17
2025-05-03 17:51:00+00:00,2462215,93,39,5,17
2025-05-03 17:52:00+00:00,2462215,98,34,5,17
2025-05-03 17:53:00+00:00,2462215,93,30,5,17
2025-05-03 17:54:00+00:00,2462215,96,27,5,17
2025-05-03 17:55:00+00:00,2462215,96,26,5,17
2025-05-03 17:56:00+00:00,2462215,90,23,5,17
2025-05-03 17:57:00+00:00,2462215,91,25,5,17
2025-05-03 17:58:00+00:00,2462215,91,23,5,17
2025-05-03 17:59:00+00:00,2462215,92,23,5,17
2025-05-03 18:00:00+00:00,2462215,90,27,5,18
2025-05-03 18:01:00+00:00,2462215,94,28,5,18
2025-05-03 18:02:00+00:00,2462215,91,25,5,18
2025-05-03 18:03:00+00:00,2462215,91,34,5,18
2025-05-03 18:04:00+00:00,2462215,95,35,5,18
2025-05-03 18:05:00+00:00,2462215,96,28,5,18
2025-05-03 18:06:00+00:00,2462215,97,20,5,18
2025-05-03 18:07:00+00:00,2462215,100,22,5,18
2025-05-03 18:08:00+00:00,2462215,98,14,5,18
2025-05-03 18:09:00+00:00,2462215,96,14,5,18
2025-05-03 18:10:00+00:00,2462215,93,17,5,18
2025-05-03 18:11:00+00:00,2462215,93,19,5,18
2025-05-03 18:12:00+00:00,2462215,95,21,5,18
2025-05-03 18:13:00+00:00,2462215,94,28,5,18
2025-05-03 18:14:00+00:00,2462215,97,27,5,18
2025-05-03 18:15:00+00:00,2462215,97,24,5,18
2025-05-03 18:16:00+00:00,2462215,92,24,5,18
2025-05-03 18:17:00+00:00,2462215,91,25,5,18
2025-05-03 18:18:00+00:00,2462215,94,21,5,18
2025-05-03 18:19:00+00:00,2462215,97,24,5,18
2025-05-03 18:20:00+00:00,2462215,97,25,5,18
2025-05-03 18:21:00+00:00,2462215,91,29,5,18
2025-05-03 18:22:00+00:00,2462215,96,23,5,18
2025-05-03 18:23:00+00:00,2462215,94,21,5,18
2025-05-03 18:24:00+00:00,2462215,93,17,5,18
2025-05-03 18:25:00+00:00,2462215,96,24,5,18
2025-05-03 18:26:00+00:00,2462215,93,28,5,18
2025-05-03 18:27:00+00:00,2462215,94,31,5,18
2025-05-03 18:28:00+00:00,2462215,91,38,5,18
2025-05-03 18:29:00+00:00,2462215,91,36,5,18
2025-05-03 18:30:00+00:00,2462215,95,31,5,18
2025-05-03 18:31:00+00:00,2462215,101,27,5,18
2025-05-03 18:32:00+00:00,2462215,102,23,5,18
2025-05-03 18:33:00+00:00,2462215,100,17,5,18
2025-05-03 18:34:00+00:00,2462215,95,20,5,18
2025-05-03 18:35:00+00:00,2462215,95,26,5,18
2025-05-03 18:36:00+00:00,2462215,92,27,5,18
2025-05-03 18:37:00+00:00,2462215,101,32,5,18
2025-05-03 18:38:00+00:00,2462215,104,33,5,18
2025-05-03 18:39:00+00:00,2462215,96,35,5,18
2025-05-03 18:40:00+00:00,2462215,98,37,5,18
2025-05-03 18:41:00+00:00,2462215,92,36,5,18
2025-05-03 18:42:00+00:00,2462215,91,34,5,18
2025-05-03 18:43:00+00:00,2462215,92,33,5,18
2025-05-03 18:44:00+00:00,2462215,95,27,5,18
2025-05-03 18:45:00+00:00,2462215,93,27,5,18
2025-05-03 18:46:00+00:00,2462215,97,27,5,18
2025-05-03 18:47:00+00:00,2462215,99,24,5,18
2025-05-03 18:48:00+00:00,2462215,99,21,5,18
2025-05-03 18:49:00+00:00,2462215,96,20,5,18
2025-05-03 18:50:00+00:00,2462215,98,15,5,18
2025-05-03 18:51:00+00:00,2462215,95,16,5,18
2025-05-03 18:52:00+00:00,2462215,96,21,5,18
2025-05-03 18:53:00+00:00,2462215,94,25,5,18
2025-05-03 18:54:00+00:00,2462215,94,23,5,18
2025-05-03 18:55:00+00:00,2462215,94,25,5,18
2025-05-03 18:56:00+00:00,2462215,96,22,5,18
2025-05-03 18:57:00+00:00,2462215,95,22,5,18
2025-05-03 18:58:00+00:00,2462215,94,21,5,18
2025-05-03 18:59:00+00:00,2462215,93,20,5,18
2025-05-03 19:00:00+00:00,2462215,96,20,5,19
2025-05-03 19:01:00+00:00,2462215,96,20,5,19
2025-05-03 19:02:00+00:00,2462215,94,17,5,19
2025-05-03 19:03:00+00:00,2462215,92,16,5,19
2025-05-03 19:04:00+00:00,2462215,94,19,5,19
2025-05-03 19:05:00+00:00,2462215,91,22,5,19
